"auroc","f1"
0.99352043245469,0.960285132382892
0.99352394187925,0.960285132382892
0.99352043245469,0.960285132382892
0.993526281495623,0.960285132382892
0.993525111687437,0.959796437659033
0.99352043245469,0.959796437659033
0.993521602262877,0.959796437659033
0.993522772071064,0.959796437659033
0.993521602262877,0.959796437659033
0.99352043245469,0.960285132382892
0.99352394187925,0.960285132382892
0.993518092838317,0.959796437659033
0.99352043245469,0.959796437659033
0.993518092838317,0.960285132382892
0.993522772071064,0.959796437659033
0.993522772071064,0.960285132382892
0.993516923030131,0.959796437659033
0.993521602262877,0.960285132382892
0.993521602262877,0.960285132382892
0.993522772071064,0.959796437659033
0.993518092838317,0.959796437659033
0.993521602262877,0.959796437659033
0.993526281495623,0.960285132382892
0.99352394187925,0.960285132382892
0.993521602262877,0.959796437659033
0.993526281495623,0.959796437659033
0.99352394187925,0.960285132382892
0.993522772071064,0.959796437659033
0.993526281495623,0.959796437659033
0.993522772071064,0.960285132382892
0.993526281495623,0.960285132382892
0.993519262646504,0.959796437659033
0.993515753221944,0.959796437659033
0.993522772071064,0.960285132382892
0.993522772071064,0.960285132382892
0.993519262646504,0.960285132382892
0.993518092838317,0.959796437659033
0.99352043245469,0.960285132382892
0.99352394187925,0.960285132382892
0.993522772071064,0.960285132382892
0.993525111687437,0.959796437659033
0.99352394187925,0.960285132382892
0.99352043245469,0.960285132382892
0.99352043245469,0.960285132382892
0.993525111687437,0.959796437659033
0.993519262646504,0.959796437659033
0.993521602262877,0.960285132382892
0.99352043245469,0.960285132382892
0.993521602262877,0.960285132382892
0.993519262646504,0.959796437659033
0.993522772071064,0.960285132382892
0.993516923030131,0.959796437659033
0.993516923030131,0.960285132382892
0.993521602262877,0.959796437659033
0.993522772071064,0.959796437659033
0.993525111687437,0.959796437659033
0.993521602262877,0.959796437659033
0.993521602262877,0.960285132382892
0.993515753221944,0.959796437659033
0.993519262646504,0.960285132382892
0.993519262646504,0.959796437659033
0.993522772071064,0.959796437659033
0.993525111687437,0.960285132382892
0.993521602262877,0.959796437659033
0.993525111687437,0.960285132382892
0.99352043245469,0.959796437659033
0.993521602262877,0.959796437659033
0.993525111687437,0.959796437659033
0.993513413605571,0.959796437659033
0.993525111687437,0.960285132382892
0.993522772071064,0.960285132382892
0.99352043245469,0.959796437659033
0.993522772071064,0.960285132382892
0.993519262646504,0.959796437659033
0.993528621111996,0.960285132382892
0.993525111687437,0.959796437659033
0.993521602262877,0.960285132382892
0.99352043245469,0.959796437659033
0.993518092838317,0.959796437659033
0.993521602262877,0.959796437659033
0.993521602262877,0.959796437659033
0.993522772071064,0.960285132382892
0.99352394187925,0.960285132382892
0.99352043245469,0.960285132382892
0.99352394187925,0.960285132382892
0.993521602262877,0.959796437659033
0.993521602262877,0.960285132382892
0.99352394187925,0.959796437659033
0.99352394187925,0.959796437659033
0.99352394187925,0.960285132382892
0.993522772071064,0.959796437659033
0.993521602262877,0.959796437659033
0.993522772071064,0.960285132382892
0.993519262646504,0.959796437659033
0.993518092838317,0.960285132382892
0.993526281495623,0.960285132382892
0.99352043245469,0.959796437659033
0.993525111687437,0.960285132382892
0.993518092838317,0.960285132382892
0.993519262646504,0.959796437659033
